number,word,example
6407.0,subdue,"After hours of fighting the fire, the firefighters were finally able to subdue the flames."
6407.0,subdue,She had to subdue a giggle when she saw him trip over the rug.
6408.0,tyrant,"The manager was a tyrant, constantly demanding overtime and micromanaging every task."
6408.0,tyrant,History is full of examples of dictators who rose to power and ruled as tyrants.
6408.0,tyrant,"My little brother acts like a tyrant when he's playing video games, hogging the controller and refusing to share."
6408.0,tyrant,The citizens finally revolted against the tyrant's oppressive regime after years of suffering.
6408.0,tyrant,"Even though he was the class president, he wasn't a tyrant; he listened to everyone's opinions before making decisions."
6409.0,captive,"The zoo kept the rare birds captive in a large, climate-controlled enclosure."
6409.0,captive,"After being held captive for a week, the hostages were finally released unharmed."
6409.0,captive,The politician's captivating speech held the audience captive until the very end.
6409.0,captive,"She felt captive in her own home, unable to leave due to the severe weather."
6409.0,captive,"He became captive to his gambling addiction, losing everything he owned."
6410.0,algebra,"I always struggled with algebra in high school, especially word problems."
6410.0,algebra,She's taking an online algebra course to brush up on her math skills for college.
6410.0,algebra,The teacher used a real-world example to help us understand the principles of algebra.
6410.0,algebra,"Before you can move on to calculus, you need a solid foundation in algebra and trigonometry."
6410.0,algebra,My son is in eighth grade and is just starting to learn basic algebra concepts.
6411.0,subtract,"If you subtract the expenses from the income, you'll see the actual profit."
6411.0,subtract,Could you subtract 7 from 23 and tell me the answer quickly?
6411.0,subtract,The doctor advised him to subtract sugar and processed foods from his diet to improve his health.
6411.0,subtract,"Subtracting the discount, the final price of the television is $450."
6411.0,subtract,"To find the difference between the two numbers, you must subtract the smaller number from the larger one."
6412.0,summarize,Could you summarize the main points of the meeting for those who couldn't attend?
6412.0,summarize,"To summarize, the project is on track and within budget, but we need to address the marketing concerns."
6412.0,summarize,"Before we move on, let me summarize what we've discussed so far."
6412.0,summarize,The author uses the final chapter to summarize the key arguments presented throughout the book.
6412.0,summarize,Can you summarize the plot of the movie without giving away any spoilers?
6413.0,verbal,"The contract included a verbal agreement about overtime pay, but it wasn't written down."
6413.0,verbal,She gave a verbal presentation on the project's progress during the meeting.
6413.0,verbal,"Despite the physical altercation, the police were more concerned with the escalating verbal threats."
6413.0,verbal,"My daughter is very verbal for her age, already speaking in complete sentences."
6413.0,verbal,"We received verbal confirmation that our application was approved, but we're still waiting for the official letter."
6414.0,supervise,"As a senior engineer, I supervise a team of junior developers working on the new mobile application."
6414.0,supervise,The teacher asked a parent volunteer to supervise the children during their outdoor playtime.
6414.0,supervise,"It's important to supervise young children closely when they are near water, even if they know how to swim."
6414.0,supervise,"The construction foreman will supervise the entire building process, ensuring all work is done according to code."
6414.0,supervise,"Before allowing the intern to handle client accounts, we will need to supervise her initial interactions and provide feedback."
6415.0,apprentice,"He started as an apprentice electrician, learning the trade from a seasoned professional."
6415.0,apprentice,The company runs an apprentice program to train young people in various engineering disciplines.
6415.0,apprentice,"After years of being an apprentice, she finally qualified as a fully-fledged carpenter."
6415.0,apprentice,Becoming a successful chef often involves starting as an apprentice and working your way up the ranks.
6415.0,apprentice,The local blacksmith took on a young apprentice to ensure the traditional skills were passed down to the next generation.
6416.0,sweeten,Could you sweeten your tea with a little honey instead of sugar?
6416.0,sweeten,The company offered a signing bonus to sweeten the job offer and attract top talent.
6416.0,sweeten,She tried to sweeten the deal by including free shipping and a discount on future purchases.
6416.0,sweeten,The aroma of baking cookies always seems to sweeten the atmosphere in the house.
6416.0,sweeten,He added a touch of humor to sweeten his presentation and make it more engaging.
6417.0,chestnut,"The antique dresser was made of a beautiful, dark chestnut wood."
6417.0,chestnut,We roasted chestnuts over an open fire during the Christmas holidays.
6417.0,chestnut,"She admired the horse's coat, a rich, reddish-brown chestnut color."
6417.0,chestnut,He told a chestnut of a joke that everyone had heard a million times before.
6417.0,chestnut,"The hikers gathered fallen chestnuts from the forest floor, hoping to find some that were still good to eat."
6418.0,scoop,Could you scoop out some ice cream for everyone after dinner?
6418.0,scoop,The journalist managed to get the scoop on the celebrity scandal before anyone else.
6418.0,scoop,I used a measuring scoop to ensure I added the correct amount of protein powder to my smoothie.
6418.0,scoop,He took a scoop of the freshly made potato salad at the picnic.
6418.0,scoop,The construction worker used a large scoop attached to the excavator to move the piles of dirt.
6419.0,tile,We decided to tile the bathroom floor with a mosaic pattern.
6419.0,tile,The roofers are coming tomorrow to replace the broken tile on the top of the house.
6419.0,tile,She carefully cleaned the grout between each tile in the kitchen.
6419.0,tile,The artist used colorful ceramic tile to create a stunning mural on the building's facade.
6419.0,tile,Be careful walking there; that tile is loose and might trip you.
6420.0,toil,"After years of toil in the factory, he finally saved enough money to buy a small house."
6420.0,toil,"The farmers continued to toil in the fields, despite the scorching heat and lack of rain."
6420.0,toil,She knew that success in her chosen field would require relentless toil and dedication.
6420.0,toil,"The software engineers toiled late into the night, trying to debug the complex code before the deadline."
6420.0,toil,"Despite the constant toil, he found satisfaction in seeing the fruits of his labor at the end of each day."
6421.0,tolerance,The success of a multicultural society depends on tolerance and understanding between different groups.
6421.0,tolerance,"My grandfather always preached tolerance, even towards those with vastly different political views."
6421.0,tolerance,"She has a remarkable tolerance for pain, which allows her to push through difficult workouts."
6421.0,tolerance,"The company's policy promotes tolerance in the workplace, ensuring a respectful environment for all employees."
6421.0,tolerance,"After several days of rain, my tolerance for gloomy weather is wearing thin."
6422.0,trample,The crowd began to trample each other in their desperate attempt to escape the fire.
6422.0,trample,Protesters threatened to trample the flower beds if the police didn't move back.
6422.0,trample,Don't trample the seedlings; walk carefully around the garden.
6422.0,trample,The company's aggressive tactics seemed to trample on the rights of its smaller competitors.
6422.0,trample,His insensitive remarks felt like he was trying to trample on my feelings and belittle my accomplishments.
6423.0,storekeeper,"The storekeeper always had a friendly smile and a helpful attitude, making the small town grocery a pleasant place to shop."
6423.0,storekeeper,"After years of working as a clerk, she finally saved enough money to become a storekeeper herself, opening a charming bookstore downtown."
6423.0,storekeeper,The children were warned not to bother the storekeeper while he was busy restocking shelves with fresh produce.
6423.0,storekeeper,"During the power outage, the storekeeper used a flashlight to help customers find what they needed in the darkened aisles."
6423.0,storekeeper,"My grandfather used to be a storekeeper, and he always said the secret to success was knowing your customers and providing them with quality goods."
6424.0,imprisonment,The judge sentenced him to five years of imprisonment for the crime.
6424.0,imprisonment,Her wrongful imprisonment sparked public outrage and calls for legal reform.
6424.0,imprisonment,The threat of imprisonment didn't deter him from speaking out against the corrupt regime.
6424.0,imprisonment,Studies show that imprisonment can have a devastating impact on families and communities.
6424.0,imprisonment,"Alternatives to imprisonment, such as community service and restorative justice, are gaining popularity."
6425.0,uphold,The judge swore to uphold the Constitution and the laws of the United States.
6425.0,uphold,We must uphold our commitment to providing quality education for all students.
6425.0,uphold,The organization works to uphold human rights around the world.
6425.0,uphold,"Despite facing criticism, the company decided to uphold its policy on data privacy."
6425.0,uphold,It's important to uphold traditions while also embracing progress and innovation.
6426.0,prophet,"Many people consider Nostradamus to be a prophet, though his predictions are often vague and open to interpretation."
6426.0,prophet,"The community revered him as a prophet, believing he had a direct line to divine wisdom and guidance."
6426.0,prophet,"Some argue that a true prophet should challenge the status quo and speak truth to power, even when it's unpopular."
6426.0,prophet,"The film tells the story of a young man who rises through the ranks of a criminal organization, becoming a self-proclaimed prophet in prison."
6426.0,prophet,"He dismissed the economist's predictions as mere speculation, declaring, ""I'm no prophet, but I doubt that forecast will come true."""
6427.0,withstand,This tent is designed to withstand strong winds and heavy rain.
6427.0,withstand,The old bridge was reinforced to withstand the increased traffic flow.
6427.0,withstand,I don't know how she can withstand the constant pressure at work.
6427.0,withstand,Some plants are better able to withstand drought conditions than others.
6427.0,withstand,The company's reputation has been able to withstand several scandals over the years.
6428.0,insulting,I found his comments about my weight to be incredibly insulting.
6428.0,insulting,It was insulting of him to assume I hadn't done my research before the presentation.
6428.0,insulting,"The company offered me a salary that was frankly insulting, given my experience."
6428.0,insulting,"She walked out of the meeting, feeling that her ideas were being dismissed in an insulting manner."
6428.0,insulting,"He didn't mean to be insulting, but his words came across as insensitive and hurtful."
6429.0,scornful,She gave a scornful laugh when he suggested they try to fix the old car with duct tape.
6429.0,scornful,The critic's review was filled with scornful remarks about the actor's performance.
6429.0,scornful,"He adopted a scornful tone, clearly unimpressed by their amateurish efforts."
6429.0,scornful,"With a scornful glance at the overflowing trash can, she sighed and started cleaning."
6429.0,scornful,"Despite his polite words, I detected a scornful undercurrent in his voice, revealing his true feelings."
6430.0,tempest,"The sudden tempest caught the sailors off guard, tossing their small vessel about like a toy."
6430.0,tempest,"Her angry outburst was a tempest of frustration, years of pent-up emotions finally breaking free."
6430.0,tempest,"The political debate turned into a tempest of accusations and counter-accusations, with little progress made."
6430.0,tempest,"After the tempest of criticism, the artist decided to take a break and reassess their work."
6430.0,tempest,"Despite the tempest raging outside, the family felt safe and secure within the sturdy walls of their home."
6431.0,wreck,"The storm completely wrecked the old fishing boat, leaving it in pieces on the shore."
6431.0,wreck,He knew that one wrong decision could wreck his chances of getting the promotion.
6431.0,wreck,"After the wreck, she was lucky to escape with only minor injuries."
6431.0,wreck,"The stress of the job started to wreck her health, so she decided to quit."
6431.0,wreck,They had to wreck the old building to make way for the new shopping center.
6432.0,tanker,"The oil tanker ran aground during the storm, causing a significant spill."
6432.0,tanker,"We saw a massive tanker slowly moving through the harbor, its deck piled high with shipping containers."
6432.0,tanker,"My grandfather worked on a tanker for many years, traveling the world and delivering fuel."
6432.0,tanker,"The company is investing in a new, more efficient tanker fleet to reduce transportation costs."
6432.0,tanker,The fireboat was called in to assist after a small fire broke out in the engine room of the tanker.
6433.0,zealous,The zealous volunteers worked tirelessly to clean up the park after the festival.
6433.0,zealous,"He was a zealous advocate for animal rights, dedicating his life to rescuing abandoned pets."
6433.0,zealous,Her zealous approach to learning new languages allowed her to become fluent in several within a few years.
6433.0,zealous,"While his enthusiasm was appreciated, his zealous attempts to control the project annoyed some team members."
6433.0,zealous,"Even though the project was difficult, her zealous determination to succeed never wavered."
6434.0,reptile,The Komodo dragon is a formidable reptile known for its venomous bite and aggressive behavior.
6434.0,reptile,My daughter is fascinated by reptiles and wants to visit the reptile house at the zoo.
6434.0,reptile,"Snakes, lizards, turtles, and crocodiles are all different types of reptile."
6434.0,reptile,"Because reptiles are cold-blooded, they often bask in the sun to regulate their body temperature."
6434.0,reptile,The fossil record shows that reptiles were the dominant land animals during the Mesozoic Era.
6435.0,enthusiast,My dad is a real gardening enthusiast; he spends hours every weekend tending to his roses.
6435.0,enthusiast,"She's a history enthusiast, always reading biographies and visiting historical sites."
6435.0,enthusiast,"Although I enjoy watching football occasionally, I wouldn't call myself an enthusiast."
6435.0,enthusiast,The local astronomy club is full of enthusiasts who are eager to share their knowledge of the night sky.
6435.0,enthusiast,He became a coffee enthusiast after traveling through Italy and learning about different brewing methods.
6436.0,adore,I absolutely adore spending summer evenings on the porch with a good book.
6436.0,adore,She adores her grandchildren and spoils them every chance she gets.
6436.0,adore,Many people adore the unique architecture found in Barcelona.
6436.0,adore,"While I appreciate his talent, I don't adore his music as much as some others do."
6436.0,adore,"They adore hiking in the mountains, especially when the wildflowers are in bloom."
6437.0,lizard,"A small green lizard darted across the hot pavement, disappearing into the cracks."
6437.0,lizard,My daughter is fascinated by lizards and wants to get one as a pet.
6437.0,lizard,"The desert is teeming with life, from scorpions to various species of lizard."
6437.0,lizard,Scientists are studying the regenerative abilities of certain lizard species to understand how they regrow their tails.
6437.0,lizard,"I saw a frilled-neck lizard at the zoo, and its defense display was quite impressive."
6438.0,behold,"Behold, the magnificent sunset painting the sky with vibrant colors."
6438.0,behold,"And now, behold the magic trick I've been practicing all week!"
6438.0,behold,"Behold, a rare opportunity to invest in a groundbreaking technology."
6438.0,behold,"As we crested the hill, we beheld a breathtaking vista of rolling hills and sparkling lakes."
6438.0,behold,"Behold the power of nature, capable of both creation and destruction."
6439.0,frightful,"The weather outside is frightful, perfect for staying inside with a good book."
6439.0,frightful,She had a frightful experience on the roller coaster and vowed never to ride one again.
6439.0,frightful,"The traffic was frightful this morning, making me late for my appointment."
6439.0,frightful,He made a frightful mess in the kitchen while attempting to bake a cake.
6439.0,frightful,"The old house had a frightful history, filled with tales of ghosts and unexplained occurrences."
6440.0,pathetic,His pathetic attempt to apologize only made things worse.
6440.0,pathetic,"I know it's pathetic, but I still get nervous speaking in public."
6440.0,pathetic,"The stray dog looked so pathetic, shivering in the rain, that I had to take it home."
6440.0,pathetic,Don't be so pathetic; get over it and move on with your life!
6440.0,pathetic,It's pathetic how much money some people spend on designer clothes just to impress others.
6441.0,occurrence,The unexpected occurrence of a power outage disrupted the entire neighborhood.
6441.0,occurrence,Flooding is a common occurrence in this area during the rainy season.
6441.0,occurrence,We need to investigate the occurrence of these errors to determine the root cause.
6441.0,occurrence,His sudden change in behavior was a strange occurrence that concerned his friends.
6441.0,occurrence,The rare occurrence of a blue moon always attracts a lot of attention.
6442.0,marshal,The police had to marshal the crowd to prevent them from spilling onto the street.
6442.0,marshal,"Before presenting his argument, the lawyer tried to marshal all the available evidence."
6442.0,marshal,"As the team leader, it's your job to marshal the resources and ensure everyone is on the same page."
6442.0,marshal,"She quickly learned how to marshal her energy during the marathon, pacing herself for the long distance."
6442.0,marshal,The general needed to marshal his troops effectively before launching the attack.
6443.0,cling,The toddler began to cling to his mother's leg when he saw the unfamiliar dog.
6443.0,cling,"Even after all these years, some people still cling to the outdated belief that the Earth is flat."
6443.0,cling,The smell of smoke seemed to cling to my clothes long after I left the bonfire.
6443.0,cling,We need to cling to hope that the situation will improve soon.
6443.0,cling,"The ivy continued to cling tightly to the brick wall, slowly covering the entire side of the house."
6444.0,dogmatic,His dogmatic insistence on following the old rules stifled any innovation within the company.
6444.0,dogmatic,I find her dogmatic approach to parenting exhausting; she refuses to consider any alternative viewpoints.
6444.0,dogmatic,"The professor's dogmatic lectures, filled with unchallenged assumptions, made it difficult for students to think critically."
6444.0,dogmatic,"While he's a talented artist, his dogmatic views on what constitutes 'true art' can be quite off-putting."
6444.0,dogmatic,"She tried to have a reasonable discussion, but he was too dogmatic in his beliefs and unwilling to compromise."
6445.0,admiral,The admiral gave the order to prepare for battle.
6445.0,admiral,My grandfather served under Admiral Nimitz during World War II.
6445.0,admiral,Becoming an admiral is the pinnacle of a naval officer's career.
6445.0,admiral,The new admiral was known for her strategic thinking and calm demeanor under pressure.
6445.0,admiral,We named our cat Admiral Fluffington because he acts like he's in charge of the house.
6446.0,contemplate,"Before making such a big decision, I need some time to contemplate all the possible outcomes."
6446.0,contemplate,"She sat by the window, quietly contemplating the beauty of the snow-covered landscape."
6446.0,contemplate,He would often contemplate the meaning of life during his long walks in the forest.
6446.0,contemplate,The board members will contemplate the proposal and announce their decision next week.
6446.0,contemplate,I'm contemplating whether or not to take a vacation next month; I really need a break.
6447.0,disastrous,The company's disastrous marketing campaign led to a significant drop in sales.
6447.0,disastrous,Ignoring the warnings about the impending storm proved to be a disastrous decision for the unprepared hikers.
6447.0,disastrous,"The cake I attempted to bake for the party was a disastrous mess, completely burnt on the outside and raw in the middle."
6447.0,disastrous,His disastrous attempt at public speaking left him feeling embarrassed and defeated.
6447.0,disastrous,"The peace talks collapsed after a week of fruitless negotiations, ending in a disastrous return to armed conflict."
6448.0,picturesque,"The small village nestled in the valley was incredibly picturesque, with its colorful houses and winding cobblestone streets."
6448.0,picturesque,We spent the afternoon painting the picturesque landscape of rolling hills and grazing sheep.
6448.0,picturesque,"Although the hike was challenging, the reward was a picturesque view from the summit that made it all worthwhile."
6448.0,picturesque,"She decorated her apartment with vintage furniture and antique maps, creating a cozy and picturesque atmosphere."
6448.0,picturesque,"The travel brochure promised a picturesque getaway to a secluded island, complete with pristine beaches and lush tropical foliage."
6449.0,panorama,"From the mountaintop, we enjoyed a breathtaking panorama of the valley below."
6449.0,panorama,The new building offers a stunning panorama of the city skyline.
6449.0,panorama,The museum's exhibit presented a panorama of early 20th-century life.
6449.0,panorama,"Her memories provided a panorama of her childhood, filled with both joy and sorrow."
6449.0,panorama,The restaurant's rotating floor gave diners a complete panorama of the harbor.
6450.0,dazzle,"The chandelier's crystals dazzle in the sunlight, creating rainbows on the walls."
6450.0,dazzle,Her wit and intelligence continue to dazzle everyone she meets.
6450.0,dazzle,The fireworks display was designed to dazzle the audience with its vibrant colors and intricate patterns.
6450.0,dazzle,Don't let their fancy marketing tactics dazzle you; make sure to read the fine print.
6450.0,dazzle,The magician hoped to dazzle the crowd with his disappearing act and sleight of hand.
6451.0,deem,The committee will deem the project a success if it meets all of its initial goals.
6451.0,deem,I deem it necessary to contact them immediately regarding this urgent matter.
6451.0,deem,"Many people deem reality television to be a waste of time, but it remains incredibly popular."
6451.0,deem,The judge will deem whether or not the evidence is admissible in court.
6451.0,deem,"After careful consideration, we deem your application unsuitable for this particular position."
6452.0,alteration,"The tailor made a quick alteration to the dress, shortening the hemline by an inch."
6452.0,alteration,Any alteration to the original contract must be agreed upon in writing by both parties.
6452.0,alteration,"The artist made a significant alteration to the painting, completely changing the background color."
6452.0,alteration,"Due to the unexpected weather, we had to make a last-minute alteration to our travel plans."
6452.0,alteration,"The software update includes a minor alteration to the user interface, making it more intuitive."
6453.0,pipeline,The company is investing heavily in building a new oil pipeline across the state.
6453.0,pipeline,We need to establish a solid sales pipeline to ensure consistent revenue growth.
6453.0,pipeline,The city council approved the construction of a water pipeline to bring fresh water to the drought-stricken area.
6453.0,pipeline,Our team is working to streamline the data processing pipeline to improve efficiency.
6453.0,pipeline,"She's been in the acting pipeline for years, honing her skills in local theater productions."
6454.0,differentiate,"It can be difficult to differentiate between identical twins, especially when they have similar personalities."
6454.0,differentiate,The marketing team needs to differentiate our product from the competition by highlighting its unique features.
6454.0,differentiate,Teachers often differentiate their instruction to meet the diverse learning needs of students in their classrooms.
6454.0,differentiate,The doctor ordered more tests to differentiate between a common cold and a more serious respiratory infection.
6454.0,differentiate,Good customer service can really differentiate a small business and help it thrive in a competitive market.
6455.0,consonant,"The word 'strength' has a cluster of consonants at the beginning, making it difficult for some English language learners to pronounce."
6455.0,consonant,"In phonetics, a consonant is a speech sound that is not a vowel."
6455.0,consonant,"To spell the word correctly, remember that it ends with the consonant 't'."
6455.0,consonant,"When teaching children to read, it's important to help them differentiate between vowels and consonants."
6455.0,consonant,The alliteration in the poem relies heavily on the repetition of the 's' consonant sound.
6456.0,incessant,The incessant buzzing of the mosquito kept me awake all night.
6456.0,incessant,She found it difficult to concentrate with the incessant chatter of her colleagues in the background.
6456.0,incessant,"The news channel provided incessant coverage of the unfolding crisis, leaving viewers feeling overwhelmed."
6456.0,incessant,"Despite our pleas, the dog's incessant barking continued, much to the neighbors' annoyance."
6456.0,incessant,The incessant rain threatened to flood the low-lying areas of the city.
6457.0,distract,The loud music from the street began to distract me from my work.
6457.0,distract,Don't let the shiny new toys distract you from your original goals.
6457.0,distract,He tried to distract her with a funny story after she received the bad news.
6457.0,distract,I find it easy to distract myself with social media when I'm feeling bored.
6457.0,distract,The magician used sleight of hand to distract the audience while performing the trick.
6458.0,foresee,I don't foresee any problems with the project as long as we stick to the original plan.
6458.0,foresee,The economist didn't foresee the rapid increase in inflation last year.
6458.0,foresee,It's difficult to foresee the long-term effects of these new technologies on society.
6458.0,foresee,We foresee a significant increase in sales during the holiday season.
6458.0,foresee,"Given the current political climate, I can't foresee a peaceful resolution to the conflict anytime soon."
6459.0,epoch,The invention of the printing press marked a new epoch in the dissemination of knowledge.
6459.0,epoch,We are living in an epoch defined by rapid technological advancement and globalization.
6459.0,epoch,Historians often divide time into epochs based on significant shifts in societal norms and power structures.
6459.0,epoch,"The discovery of antibiotics ushered in a new epoch in medicine, dramatically reducing deaths from infectious diseases."
6459.0,epoch,"Many believe we are entering a new epoch of environmental awareness, with increasing focus on sustainability."
6460.0,archaeology,Her lifelong fascination with ancient civilizations led her to pursue a degree in archaeology.
6460.0,archaeology,The museum's new exhibit showcases the latest discoveries in underwater archaeology.
6460.0,archaeology,Modern archaeology relies heavily on scientific techniques like carbon dating and DNA analysis.
6460.0,archaeology,"Despite the challenges of fieldwork, archaeology provides invaluable insights into our past."
6460.0,archaeology,Debates within archaeology often center on interpreting the meaning and significance of unearthed artifacts.
6461.0,colonel,The colonel reviewed the troops before the parade began.
6461.0,colonel,"My grandfather, a retired colonel, always had fascinating stories about his time in the military."
6461.0,colonel,"The investigation is being led by Colonel Davies, who has a reputation for thoroughness."
6461.0,colonel,"After years of dedicated service, she finally achieved the rank of colonel."
6461.0,colonel,We need to get Colonel Sanders' secret recipe if we want to make this chicken taste authentic.
6462.0,glare,"The harsh sunlight made it difficult to see, and the glare off the snow was almost blinding."
6462.0,glare,He gave me a fierce glare when I accidentally bumped into him in the crowded hallway.
6462.0,glare,The stage lights were positioned in such a way that they created an annoying glare on the reflective surface.
6462.0,glare,"Ignoring his mother's glare, the child continued to reach for the forbidden candy."
6462.0,glare,"She tried to explain her side of the story, but he just met her words with a cold, unwavering glare."
6463.0,seaman,The old seaman told incredible stories of his adventures on the high seas.
6463.0,seaman,"He enlisted in the Navy as a seaman recruit, hoping to learn valuable skills."
6463.0,seaman,The captain promoted the hardworking seaman to a more responsible position on deck.
6463.0,seaman,"According to maritime law, the ship's captain is responsible for the safety and well-being of every seaman on board."
6463.0,seaman,"The small coastal town relied heavily on the fishing industry, with nearly every family having at least one seaman working on the boats."
6464.0,indignant,She was indignant at the suggestion that she had cheated on the exam.
6464.0,indignant,He gave an indignant speech about the unfair treatment of the employees.
6464.0,indignant,The letter was filled with indignant complaints about the noisy construction next door.
6464.0,indignant,I felt indignant when I was accused of something I didn't do.
6464.0,indignant,The community was indignant over the proposed demolition of the historic building.
6465.0,alcoholism,His alcoholism led to the breakdown of his marriage and the loss of his job.
6465.0,alcoholism,The support group provides a safe space for individuals struggling with alcoholism to share their experiences.
6465.0,alcoholism,Doctors warned her that continued drinking would exacerbate her existing health problems and worsen her alcoholism.
6465.0,alcoholism,"Despite numerous attempts at rehab, she relapsed and continues to battle alcoholism."
6465.0,alcoholism,The government is funding research into the genetic predispositions to alcoholism in hopes of developing more effective treatments.
6466.0,heed,The hikers didn't heed the warnings about the approaching storm and got caught in heavy rain.
6466.0,heed,"If you want to succeed in this business, you need to heed the advice of experienced professionals."
6466.0,heed,"She didn't heed my suggestion to double-check her work, and now she's facing the consequences."
6466.0,heed,The government should heed the public's concerns about rising healthcare costs and take meaningful action.
6466.0,heed,"He chose to ignore the doctor's orders and didn't heed the prescribed medication regimen, resulting in a setback in his recovery."
6467.0,rash,"After eating the shellfish, I developed a red, itchy rash all over my arms."
6467.0,rash,It would be rash to invest all of our savings in such a risky venture.
6467.0,rash,The doctor suspects the baby's rash is a reaction to the new diaper cream.
6467.0,rash,Making such a rash decision without consulting anyone was a mistake he quickly regretted.
6467.0,rash,Covering the rash with calamine lotion helped to soothe the itching and reduce the inflammation.
6468.0,itch,I have an itch on my back that I can't reach.
6468.0,itch,That wool sweater makes me itch all over.
6468.0,itch,He had an itch to travel after reading that adventure novel.
6468.0,itch,Don't scratch that mosquito bite; it will only make the itch worse.
6468.0,itch,"The actress had an itch to direct, so she started working on her own short film."
6469.0,lotion,"After spending the day at the beach, I slathered on some lotion to soothe my sunburn."
6469.0,lotion,"She always keeps a bottle of hand lotion in her purse, especially during the dry winter months."
6469.0,lotion,The doctor recommended a special lotion to treat my eczema.
6469.0,lotion,Could you pass me the lotion? My skin feels really dry after washing the dishes.
6469.0,lotion,"He carefully applied the medicated lotion to the affected area, following the instructions on the label."
6470.0,lament,The villagers lament the loss of their traditional way of life due to increasing modernization.
6470.0,lament,She began to lament her hasty decision to quit her job without having another one lined up.
6470.0,lament,Many art critics lament the current trend of prioritizing shock value over genuine artistic merit.
6470.0,lament,"He would often lament the days when he was young and carefree, with no responsibilities weighing him down."
6470.0,lament,"Despite their efforts, they lament the fact that they couldn't save the historic building from demolition."
6471.0,sergeant,"The drill sergeant barked orders at the new recruits, pushing them to their physical limits."
6471.0,sergeant,"Sergeant Miller has been a dedicated member of the police force for over fifteen years, earning the respect of his colleagues."
6471.0,sergeant,"Before deploying overseas, Sergeant Davis made sure his team had all the necessary equipment and training."
6471.0,sergeant,My grandfather served in the army during World War II and rose to the rank of sergeant before being honorably discharged.
6471.0,sergeant,The sergeant called a meeting to discuss the recent increase in crime in the neighborhood and strategize a response.
6472.0,calamity,"The earthquake was a major calamity, leaving thousands homeless."
6472.0,calamity,"Losing his job, combined with the unexpected medical bills, felt like one calamity after another."
6472.0,calamity,"Despite the potential for calamity, the rescue team bravely entered the burning building."
6472.0,calamity,The oil spill was a terrible calamity for the local marine ecosystem.
6472.0,calamity,The sudden market crash proved to be a financial calamity for many investors.
6473.0,sociologist,The sociologist presented her research on urban poverty at the conference.
6473.0,sociologist,"As a sociologist, she is deeply interested in understanding the impact of social media on teenage identity."
6473.0,sociologist,My professor is a sociologist specializing in the study of family structures and their evolution over time.
6473.0,sociologist,He consulted a sociologist to better understand the cultural norms of the community he was working with.
6473.0,sociologist,The documentary featured interviews with several leading sociologists who offered insights into the causes of social inequality.
6474.0,meditate,I like to meditate for at least fifteen minutes every morning before starting my day.
6474.0,meditate,"After a stressful meeting, she decided to meditate in her office to regain her composure."
6474.0,meditate,The monk would often meditate in the quiet of the mountain temple.
6474.0,meditate,Have you ever tried to meditate with a guided meditation app?
6474.0,meditate,Some people find it difficult to meditate because their minds are constantly racing with thoughts.
6475.0,alternate,We alternate between working from home and going to the office each week.
6475.0,alternate,"The recipe said to alternate layers of pasta, sauce, and cheese in the baking dish."
6475.0,alternate,There is an alternate route you can take if the highway is congested.
6475.0,alternate,The band will alternate playing their new songs with some of their classic hits.
6475.0,alternate,Please alternate applying heat and ice to the injured area to reduce swelling.
6476.0,propaganda,The government was accused of using propaganda to sway public opinion before the election.
6476.0,propaganda,"During wartime, both sides often employ propaganda campaigns to demoralize the enemy and boost morale at home."
6476.0,propaganda,"Some argue that advertising is a form of subtle propaganda, designed to manipulate consumer desires."
6476.0,propaganda,"The film was criticized for being blatant propaganda, lacking nuance and historical accuracy."
6476.0,propaganda,He recognized the news report as propaganda because it presented only one side of the story and omitted crucial facts.
6477.0,muse,"The artist often visited the botanical gardens, hoping the exotic plants would serve as his muse."
6477.0,muse,"She found her muse in the vibrant city streets, drawing inspiration from the everyday lives of its inhabitants."
6477.0,muse,"Sometimes, I just need a quiet walk in nature to find my muse and get my writing flowing again."
6477.0,muse,"He credited his grandmother, a storyteller with a sharp wit, as his lifelong muse."
6477.0,muse,"The deadline loomed, but the writer felt blocked, unable to find his muse and produce any meaningful work."
6478.0,cordial,"The meeting started off on a cordial note, with everyone exchanging pleasantries."
6478.0,cordial,"Despite their political differences, the two leaders maintained a cordial relationship."
6478.0,cordial,We received a cordial invitation to attend their anniversary celebration.
6478.0,cordial,The hotel staff was very cordial and helpful throughout our stay.
6478.0,cordial,"After a long negotiation, they reached a cordial agreement that benefited both parties."
6479.0,attorney,My attorney advised me not to speak to the press without him present.
6479.0,attorney,She decided to hire an attorney specializing in intellectual property law to protect her invention.
6479.0,attorney,The judge appointed a public defender as his attorney because he couldn't afford one.
6479.0,attorney,"After the car accident, I contacted my insurance company and they recommended I consult with an attorney."
6479.0,attorney,"Before signing the contract, it's crucial to have your attorney review it to ensure your interests are protected."
6480.0,simultaneous,"The two alarms went off simultaneously, creating a jarring wake-up call."
6480.0,simultaneous,"She was juggling multiple projects, trying to handle several simultaneous deadlines."
6480.0,simultaneous,The translator listened to the speaker and provided a simultaneous interpretation for the audience.
6480.0,simultaneous,"The dancers moved in perfect synchronization, their arms rising in a simultaneous, graceful arc."
6480.0,simultaneous,Scientists observed the simultaneous occurrence of two distinct phenomena during the experiment.
6481.0,paralyze,"The sudden news of the factory closure seemed to paralyze the entire town, leaving everyone uncertain about their future."
