word,source
sneeze at,supervocab
snide,supervocab
sniff out,supervocab
snuff out,supervocab
soak up,supervocab
soar,supervocab
sociolinguistics,supervocab
sodium chloride,supervocab
soil erosion,supervocab
solar prominence,supervocab
soldering iron,supervocab
solvency margin,supervocab
solvent,supervocab
soothing,supervocab
sophism,supervocab
sophisticated,supervocab
soporiﬁc,supervocab
sort out,supervocab
sound,supervocab
sound bite,supervocab
sound clips,supervocab
sound off,supervocab
sound out,supervocab
sour on,supervocab
space debris,supervocab
space expansion,supervocab
spacewalk,supervocab
sparse,supervocab
spasm,supervocab
speciﬁc gravity,supervocab
specimen,supervocab
specious,supervocab
spectator,supervocab
specter,supervocab
speculative stocks,supervocab
speculator,supervocab
speech act,supervocab
speedometer,supervocab
spell out,supervocab
spent nuclear fuel reprocessing plant,supervocab
spice up,supervocab
spin doctor,supervocab
spine,supervocab
spiral galaxy,supervocab
spiteful,supervocab
splash out on,supervocab
sponge off,supervocab
spontaneous,supervocab
spook,supervocab
spore-bearing plants,supervocab
spot,supervocab
spouse tax deduction,supervocab
spreadsheet application,supervocab
spring up,supervocab
spruce up,supervocab
spur,supervocab
spurious,supervocab
spurn,supervocab
square root,supervocab
square up to,supervocab
square with,supervocab
squeal on,supervocab
stag beetle,supervocab
stagﬂation,supervocab
stagger,supervocab
staggering,supervocab
stagnant,supervocab
staid,supervocab
stalactite cave,supervocab
stalwart,supervocab
stamp out,supervocab
stand by,supervocab
stand down as,supervocab
stand with,supervocab
standard deviation,supervocab
standby power,supervocab
stark,supervocab
stash away,supervocab
stately,supervocab
static electricity,supervocab
station,supervocab
stationary satellite,supervocab
statute,supervocab
stave off,supervocab
steadfast,supervocab
steady,supervocab
steep,supervocab
stench,supervocab
step up,supervocab
sterile,supervocab
stick around,supervocab
stick up for,supervocab
sticky,supervocab
stiff,supervocab
stiﬂe,supervocab
stigmatize,supervocab
stipend,supervocab
stipulate,supervocab
stir up,supervocab
stock buyout,supervocab
stock option,supervocab
stolid,supervocab
storage capacity,supervocab
storm,supervocab
stormy,supervocab
stow away,supervocab
straighten out,supervocab
straighten up,supervocab
strain,supervocab
strait,supervocab
strapping,supervocab
stratospheric ozone,supervocab
stratum,supervocab
straw poll,supervocab
streamline,supervocab
strenuous,supervocab
stress,supervocab
stretch,supervocab
stretcher,supervocab
strident,supervocab
strike down,supervocab
strike out,supervocab
stringent,supervocab
stroke,supervocab
strong,supervocab
structuralism,supervocab
students,supervocab
stupa,supervocab
sturdy,supervocab
subcontractor,supervocab
subdue,supervocab
subjective case,supervocab
sublimation,supervocab
sublime,supervocab
subliminal perception,supervocab
subsistence economy,supervocab
substitute teacher,supervocab
subtle,supervocab
subtraction,supervocab
subvert,supervocab
succinct,supervocab
succulent perennials,supervocab
succumb,supervocab
succumb to,supervocab
suck up to,supervocab
suffocate,supervocab
Suﬁsm,supervocab
sulfuric acid,supervocab
sulky,supervocab
sullen,supervocab
sultry,supervocab
sum up,supervocab
summon,supervocab
summon up,supervocab
sumptuous,supervocab
Sunni Islam,supervocab
sunstroke,supervocab
superannuated,supervocab
supercilious,supervocab
superclusters,supervocab
superconductivity,supervocab
superintend,supervocab
supernova,supervocab
supersede,supervocab
supervise,supervocab
supplant,supervocab
supply depot,supervocab
supreme,supervocab
surface tension,supervocab
surfactant,supervocab
surly,supervocab
surpass,supervocab
Surrealism,supervocab
surrender value,supervocab
surreptitious,supervocab
survive,supervocab
suspend,supervocab
sustain,supervocab
sustenance,supervocab
swamped,supervocab
swear off,supervocab
sweat it out,supervocab
sweep,supervocab
sweeping,supervocab
sweltering,supervocab
swerve,supervocab
swift,supervocab
swindle,supervocab
swollen-headed,supervocab
swoop,supervocab
sycophantic,supervocab
syllabary,supervocab
sympathy vote,supervocab
synagogue,supervocab
syntax,supervocab
synthetic resin,supervocab
tachometer,supervocab
taciturn,supervocab
tacky,supervocab
tadpole,supervocab
tailor,supervocab
taint,supervocab
take back,supervocab
take in,supervocab
take it out on,supervocab
take on,supervocab
take out,supervocab
take over,supervocab
take to,supervocab
take up,supervocab
Talmud,supervocab
tamper with,supervocab
tangential,supervocab
tantalizing,supervocab
Taoism,supervocab
tap into,supervocab
taper off,supervocab
tarnish,supervocab
taunt,supervocab
tautological,supervocab
tautology,supervocab
tawdry,supervocab
tax,supervocab
tax haven,supervocab
tax in arrears,supervocab
tax return,supervocab
teaching practicum,supervocab
tease out,supervocab
tectonic activity,supervocab
tedious,supervocab
tee off,supervocab
tell on,supervocab
telling,supervocab
temerity,supervocab
temperament,supervocab
tempering,supervocab
tempestuous,supervocab
temporarily,supervocab
temporary worker,supervocab
tempting,supervocab
tenable,supervocab
tenacious,supervocab
tender,supervocab
tepid,supervocab
term,supervocab
term paper,supervocab
terminal care,supervocab
termite,supervocab
terrestrial planets,supervocab
terrorizing,supervocab
terse,supervocab
testify to,supervocab
testimonial advertising,supervocab
tetanus vaccination,supervocab
the 49ers,supervocab
the Advent,supervocab
the Age of Enlightenment,supervocab
the Amish,supervocab
the Amsterdam Treaty,supervocab
the Analects of Confucius,supervocab
the Apocalypse,supervocab
the Arab street,supervocab
the asteroid belt,supervocab
the Atonement,supervocab
the axis of evil,supervocab
the Beat Generation,supervocab
the Big Board,supervocab
the bill of rights,supervocab
the Black Death,supervocab
the bystander effect,supervocab
the Caligula Effect,supervocab
the catechism,supervocab
the Cenozoic era,supervocab
the Christian Crusades,supervocab
the Civil War,supervocab
the Code of Hammurabi,supervocab
the Convention on Biological Diversity,supervocab
the Corinthian order,supervocab
the Corporate Rehabilitation Law,supervocab
the Crusades,supervocab
the Cultural Revolution,supervocab
the Dayton Agreement,supervocab
the deductive method,supervocab
the Democratic Caucus,supervocab
the divine right of kings,supervocab
the Doppler effect,supervocab
the earth's crust,supervocab
the Emancipation Proclamation,supervocab
the endocrine system,supervocab
the Episcopal Church,supervocab
the Equal Rights Amendment,supervocab
the Eucharist,supervocab
the extrasensory perception,supervocab
the Federal Reserve Bank,supervocab
The Five Classics,supervocab
the Foehn phenomena,supervocab
the Four Noble Truths and the Eightfold Noble Path,supervocab
the Frigid Zone,supervocab
the futures market,supervocab
the G7 communique,supervocab
the galaxy,supervocab
the Golden Triangle,supervocab
the Gothic style,supervocab
the Grand Old Party,supervocab
the greatest common denominator,supervocab
the Ground-Zero world,supervocab
the heat island phenomenon,supervocab
the Holocaust,supervocab
the Holy See,supervocab
the Homestead Acts,supervocab
the INF treaty,supervocab
the Inquisition,supervocab
the Intergovernmental Panel on Climate Change,supervocab
the International Atomic Energy Agency,supervocab
the International Court of Justice,supervocab
the International Space Station,supervocab
the Japan Aerospace Exploration Agency,supervocab
the Japanese Archipelago,supervocab
the Ku Klux Klan,supervocab
the Kyoto Protocol,supervocab
the large intestine,supervocab
the law of action and reaction,supervocab
the law of conservation of energy,supervocab
the law of inertia,supervocab
the Maastricht Treaty,supervocab
The Marshall Plan,supervocab
the Meteorological Agency,supervocab
the Mint,supervocab
the Monroe Doctrine,supervocab
the Montgomery Bus Boycott,supervocab
the Nankai Trough,supervocab
the Napoleon complex,supervocab
the National Aeronautics and Space Administration,supervocab
the National Riﬂe Association,supervocab
the National Security Council,supervocab
the New Testament,supervocab
the Nolan Committee,supervocab
the Oedipus complex,supervocab
the Ohm's law,supervocab
the Oslo Agreement,supervocab
the Paciﬁc rim,supervocab
the Paleolithic Age,supervocab
the Paleozoic era,supervocab
the periodic law,supervocab
the pharmaceutical industry,supervocab
the Presidium,supervocab
the primary sector,supervocab
the Protestant Reformation,supervocab
the PTBT,supervocab
the Pygmalion effect,supervocab
the Reconquista,supervocab
the Reformation,supervocab
the Republican National Convention,supervocab
the Resurrection,supervocab
the retail price index,supervocab
the Romanesque style,supervocab
the Scriptures,supervocab
the Secessin,supervocab
the Socratic method,supervocab
the Solar System,supervocab
the State of the Union Message,supervocab
the Ten Commandments,supervocab
the theory of evolution,supervocab
the theory of relativity,supervocab
the Tokyo Metropolitan Police Department,supervocab
the Tokyo Stock Exchange,supervocab
the Torah,supervocab
the Tories,supervocab
the Trinity,supervocab
the U.N. Charter,supervocab
the U.N. General Assembly,supervocab
the United Nations Security Council,supervocab
the United States Census Bureau,supervocab
the Vedas,supervocab
the Whitewater Affair,supervocab
the Wild West,supervocab
the yen's appreciation,supervocab
Theater Missile Defense,supervocab
thermal insulation,supervocab
thesis,supervocab
thin,supervocab
thin out,supervocab
thorny,supervocab
thought-provoking,supervocab
thrash out,supervocab
three-martini lunch,supervocab
threshold,supervocab
thrifty,supervocab
thrive on,supervocab
throw back to,supervocab
throw together,supervocab
thumb through,supervocab
thwart,supervocab
tick off,supervocab
ticklish,supervocab
tidal wave,supervocab
tide over,supervocab
tidy up,supervocab
tight-money policy belt-tightening,supervocab
tinker with,supervocab
title deed,supervocab
toil away at,supervocab
tolerate,supervocab
tone down,supervocab
topography,supervocab
topple,supervocab
torment,supervocab
tormented with,supervocab
tornado,supervocab
torpedo-boat destroyer,supervocab
torpid,supervocab
torque,supervocab
torrential rain,supervocab
tortoise,supervocab
total solar eclipse,supervocab
tottering,supervocab
touch off,supervocab
touch on,supervocab
touching,supervocab
touchy,supervocab
toxic,supervocab
toxic substances,supervocab
toy with,supervocab
track,supervocab
track down,supervocab
tractable,supervocab
trade on,supervocab
trafﬁc,supervocab
trailblazer,supervocab
transcendentalism,supervocab
transfer,supervocab
transfer A to B,supervocab
transform,supervocab
transformer,supervocab
transgress,supervocab
transitory,supervocab
translucent,supervocab
transparent,supervocab
trap,supervocab
travesty,supervocab
treasury bond,supervocab
treatise,supervocab
tremble,supervocab
trenchant,supervocab
trepidation,supervocab
tribulation,supervocab
trickle-down economics,supervocab
trickster,supervocab
triﬂe with,supervocab
triﬂing,supervocab
trigonometric function,supervocab
trilogy,supervocab
trite,supervocab
trivial,supervocab
tropic,supervocab
tropical storm,supervocab
troubleshooter,supervocab
trounce,supervocab
truancy,supervocab
true-to-life,supervocab
trump up,supervocab
trust A with B,supervocab
tuberculosis,supervocab
tuck into,supervocab
tune out,supervocab
turbid,supervocab
turn around,supervocab
turn off,supervocab
turn on,supervocab
turn out,supervocab
turn out for,supervocab
turn over,supervocab
turnover rate,supervocab
turret,supervocab
tussle,supervocab
tutelage,supervocab
twenty-twenty vision,supervocab
typify,supervocab
tyrannical,supervocab
tyranny,supervocab
tyro,supervocab
ultimatum,supervocab
umbilical cord,supervocab
umbrage,supervocab
umpteen,supervocab
unanimous,supervocab
unbridled,supervocab
uncanny,supervocab
unchecked,supervocab
Uncle Sam,supervocab
unconditional,supervocab
unconstrained,supervocab
uncouth,supervocab
uncover,supervocab
unctuous,supervocab
underachiever,supervocab
undercover agent,supervocab
underemployed,supervocab
undergraduate student,supervocab
underline,supervocab
underscore,supervocab
underwriter,supervocab
unearned income,supervocab
unearth,supervocab
unemployment allowance,supervocab
unfathomable,supervocab
unﬂagging,supervocab
unicorn,supervocab
universal care,supervocab
universal gravitation,supervocab
universal suffrage,supervocab
unlawful,supervocab
unleash,supervocab
unmindful of,supervocab
unmitigated,supervocab
unqualiﬁed,supervocab
unravel,supervocab
unremitting,supervocab
unrestrained,supervocab
unshakable,supervocab
unvarying,supervocab
unwavering,supervocab
uprising,supervocab
uproarious,supervocab
upscale,supervocab
upset,supervocab
upstage,supervocab
urban mines,supervocab
urbane,supervocab
usher in,supervocab
usurp,supervocab
utensil,supervocab
utilitarianism,supervocab
utility charges,supervocab
utmost,supervocab
utopian,supervocab
vacillating,supervocab
vainglorious,supervocab
valedictorian speech,supervocab
valence,supervocab
Value Added Tax,supervocab
vandalize,supervocab
vanity,supervocab
vanquish,supervocab
vapid,supervocab
variable,supervocab
vascular plant,supervocab
vassal,supervocab
vaunt,supervocab
veer,supervocab
vehement,supervocab
venal,supervocab
venerate,supervocab
venial,supervocab
venom,supervocab
venomous,supervocab
ventilator,supervocab
verb conjugation,supervocab
verbose,supervocab
verge,supervocab
verify,supervocab
veritable,supervocab
vernal equinox,supervocab
vertical,supervocab
vestige,supervocab
vibrant,supervocab
vibration amplitude,supervocab
vicious,supervocab
vicissitude,supervocab
vie,supervocab
vie with,supervocab
vigorous,supervocab
vindicated from,supervocab
vinyl chloride,supervocab
violent,supervocab
viral infection,supervocab
virgin forest,supervocab
virtual water,supervocab
virtuous,supervocab
virulent,supervocab
visceral,supervocab
viscosity coefﬁcient,supervocab
visionary,supervocab
vital,supervocab
vital capacity,supervocab
vitiate,supervocab
vitriolic,supervocab
vivacious,supervocab
vivid,supervocab
viviparity,supervocab
vocational school,supervocab
vociferous,supervocab
voice recognition,supervocab
void,supervocab
volatile,supervocab
volcanic ash,supervocab
volume,supervocab
voluntarily,supervocab
volute,supervocab
voracious,supervocab
vouch for,supervocab
voucher,supervocab
vulgar,supervocab
wade into,supervocab
wade through,supervocab
wage,supervocab
waive,supervocab
walk,supervocab
all,supervocab
over,supervocab
walk out on,supervocab
walk-in,supervocab
walkout,supervocab
wallop,supervocab
wane,supervocab
war dead,supervocab
ward off,supervocab
warlike,supervocab
warm to,supervocab
warm up to,supervocab
warranty,supervocab
wartime atrocity,supervocab
wash out,supervocab
water down,supervocab
waver,supervocab
waylay,supervocab
wear off,supervocab
wear out,supervocab
weather,supervocab
weathering,supervocab
weed out,supervocab
weigh A against B,supervocab
weigh in on,supervocab
weigh on,supervocab
well up,supervocab
well-paying,supervocab
westerlies,supervocab
whale shark,supervocab
while away,supervocab
whine,supervocab
whip up,supervocab
whirlpool,supervocab
whisk away,supervocab
whittle down,supervocab
wholesome,supervocab
wicked,supervocab
wild,supervocab
wind instrument,supervocab
wind up,supervocab
window-dressing statements,supervocab
wink at,supervocab
wipe off,supervocab
wipe out,supervocab
wisdom tooth,supervocab
wise up to,supervocab
wishy-washy,supervocab
wither,supervocab
withhold,supervocab
withholding tax,supervocab
withstand,supervocab
wobbling,supervocab
woeful,supervocab
woo,supervocab
word-of-mouth advertising,supervocab
wordy,supervocab
work off,supervocab
work out,supervocab
work up,supervocab
wrangle,supervocab
wrap up,supervocab
wrinkle,supervocab
write off,supervocab
wrongful,supervocab
yearn for,supervocab
yield,supervocab
yield in to,supervocab
zeal,supervocab
zero in on,supervocab
Zionism,supervocab
Zoroastrianism,supervocab
